neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
Bernal Heights,94110,Guest suite,Private room,2,1,1,1,Real Bed,$110.00,,,$0.00,$45.00,1,$0.00,3,29,79,27,4/10/17,9/23/19,99,10,10,10,10,9,10,moderate
Bernal Heights,94110,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$85.00,,,$400.00,$60.00,2,$0.00,2,21,162,78,6/17/17,10/6/19,96,10,10,10,10,9,9,moderate
Diamond Heights,94131,House,Private room,2,1,1,2,Real Bed,$80.00,,,$0.00,$20.00,1,$0.00,2,14,255,106,4/21/17,9/29/19,99,10,10,10,10,10,10,moderate
Inner Sunset,94122,House,Private room,7,2.5,3,4,Real Bed,$400.00,,,$350.00,$120.00,1,$0.00,2,1125,17,1,6/12/17,8/12/19,100,10,10,10,10,10,9,moderate
Western Addition,94117,Apartment,Entire home/apt,2,1,0,1,Real Bed,$95.00,,,$0.00,$100.00,2,$0.00,30,1125,12,4,8/6/17,10/11/19,100,10,10,10,10,10,9,strict_14_with_grace_period
North Beach,94133,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00,,,$500.00,$150.00,2,$0.00,30,60,60,1,4/28/17,7/1/19,94,10,10,10,10,10,9,moderate
Mission,94110,Apartment,Entire home/apt,2,1,1,0,Real Bed,$122.00,,,$500.00,$240.00,1,$0.00,30,1125,3,0,4/28/18,8/30/18,93,10,9,10,10,10,9,moderate
Potrero Hill,94107,Townhouse,Entire home/apt,6,3,3,3,Real Bed,$300.00,,,$500.00,$250.00,1,$0.00,30,30,4,0,5/20/17,8/31/17,100,10,9,10,9,10,10,strict_14_with_grace_period
North Beach,94133,Apartment,Entire home/apt,4,1,1,2,Real Bed,$399.00,,,"$5,000.00",$75.00,1,$10.00,3,60,35,9,5/21/17,10/5/19,96,10,10,10,10,9,9,strict_14_with_grace_period
Downtown/Civic Center,94102,Other,Private room,2,8,0,1,Real Bed,$70.00,,,,,1,$0.00,1,21,46,16,5/7/17,9/28/19,80,9,8,9,9,7,8,flexible
Marina,94123,House,Private room,2,1,1,1,Real Bed,$80.00,,,,$50.00,1,$50.00,2,30,137,64,4/3/17,10/8/19,98,10,10,10,10,10,10,strict_14_with_grace_period
Bernal Heights,94110,Apartment,Entire home/apt,2,1,0,2,Real Bed,$100.00,,,$250.00,$50.00,1,$10.00,30,1125,28,5,4/30/17,8/1/19,99,10,10,10,10,10,10,moderate
Haight Ashbury,94117,Hostel,Hotel room,2,5,1,1,Real Bed,$100.00,,,$0.00,$35.00,1,$15.00,1,25,45,36,4/16/17,10/6/19,91,9,8,10,9,10,9,moderate
Marina,94123,Apartment,Entire home/apt,2,1,0,1,Real Bed,$85.00,,,,$75.00,1,$0.00,30,110,14,5,5/2/17,8/10/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Outer Sunset,94116,House,Entire home/apt,4,1,2,2,Real Bed,$220.00,,,$0.00,$70.00,1,$10.00,2,31,183,65,4/16/17,10/4/19,99,10,10,10,10,10,10,moderate
Mission,94110,Apartment,Private room,2,1,1,1,Real Bed,$155.00,,,,$40.00,1,$0.00,1,1125,23,0,4/4/17,8/15/18,99,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,6,1,3,5,Real Bed,$600.00,,,$500.00,$150.00,4,$50.00,2,30,56,9,4/13/17,9/28/19,99,10,10,10,10,10,9,moderate
West of Twin Peaks,94127,Guest suite,Entire home/apt,4,1,1,1,Real Bed,$164.00,,,$500.00,$85.00,2,$30.00,2,30,111,43,4/9/17,10/9/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94103,Apartment,Private room,1,5,1,1,Real Bed,$62.00,,,$0.00,$100.00,1,$0.00,30,1000,2,0,9/1/17,2/10/18,100,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94103,Apartment,Private room,2,5,1,1,Real Bed,$59.00,,,$500.00,$100.00,1,$25.00,30,180,2,0,8/12/17,8/25/18,100,9,9,10,10,10,9,flexible
Castro/Upper Market,94114,Apartment,Entire home/apt,4,1,1,1,Real Bed,$172.00,,,$0.00,$60.00,2,$10.00,1,28,273,110,4/16/17,10/6/19,99,10,10,10,10,10,9,moderate
Outer Sunset,94122,House,Private room,2,1,1,1,Real Bed,$80.00,,,$130.00,$70.00,1,$0.00,30,1125,137,24,4/16/17,3/12/19,97,10,10,10,10,9,9,moderate
Outer Sunset,94122,Apartment,Entire home/apt,4,1,1,1,Real Bed,$98.00,,,$500.00,$25.00,1,$30.00,30,1125,47,0,4/13/17,4/15/18,91,9,10,10,10,10,9,moderate
Outer Sunset,94122,Apartment,Entire home/apt,2,1,1,1,Real Bed,$98.00,,,$500.00,$25.00,1,$30.00,30,1125,48,1,4/29/17,11/4/18,92,10,9,10,10,9,9,moderate
Outer Richmond,94121,Condominium,Private room,1,1,1,1,Real Bed,$120.00,,,$200.00,$100.00,1,$50.00,30,360,2,0,6/7/17,8/13/17,80,10,10,10,10,10,8,strict_14_with_grace_period
Seacliff,94121,Guest suite,Entire home/apt,2,1,1,2,Real Bed,$169.00,,,$500.00,$250.00,2,$30.00,4,1125,21,4,5/12/17,9/16/19,100,10,10,10,10,10,10,moderate
Western Addition,94117,House,Private room,2,1,3,2,Real Bed,$55.00,,,,,1,$0.00,30,1125,2,0,8/26/18,10/13/18,100,10,9,10,10,10,10,flexible
Lakeshore,94132,House,Private room,2,1,1,1,Real Bed,$47.00,,,,$30.00,1,$10.00,30,1125,6,2,7/31/17,8/15/19,93,10,8,9,10,8,9,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,6,2,3,3,Real Bed,$675.00,,,"$2,000.00",$200.00,6,$100.00,4,1124,68,24,7/26/17,9/14/19,99,10,10,10,10,10,9,strict_14_with_grace_period
Potrero Hill,,Apartment,Entire home/apt,6,1,3,3,Real Bed,$227.00,,,$500.00,$320.00,1,$0.00,30,1125,2,1,5/31/17,2/16/19,100,10,8,10,10,10,10,moderate
Nob Hill,94109,Apartment,Private room,2,1,1,1,Real Bed,$60.00,,,$200.00,$80.00,1,$20.00,30,1125,1,1,12/15/18,12/15/18,100,10,10,10,10,10,10,strict_14_with_grace_period
Bayview,94124,Townhouse,Private room,1,1.5,1,1,Real Bed,$95.00,,,,$50.00,1,$30.00,30,360,10,3,6/4/17,10/4/19,98,10,10,10,10,8,10,moderate
Bernal Heights,94110,House,Entire home/apt,2,1,1,1,Real Bed,$118.00,,,"$2,500.00",$99.00,1,$0.00,30,1125,2,2,2/22/19,6/4/19,70,10,8,10,10,10,9,strict_14_with_grace_period
Bayview,94134,Condominium,Private room,1,1,1,1,Real Bed,$59.00,,,$250.00,$50.00,1,$50.00,60,1125,4,2,1/23/18,8/5/19,100,10,9,10,10,9,10,strict_14_with_grace_period
Pacific Heights,94115,House,Entire home/apt,6,2.5,3,3,Real Bed,$990.00,,,"$1,000.00",$150.00,1,$0.00,5,365,6,1,5/28/17,4/12/19,100,10,10,10,10,10,10,moderate
Downtown/Civic Center,94109,Apartment,Entire home/apt,2,1,1,1,Real Bed,$140.00,,,$700.00,$80.00,1,$0.00,30,120,6,2,6/17/17,8/9/19,100,10,10,9,9,9,9,moderate
Noe Valley,94114,House,Entire home/apt,6,2.5,3,4,Real Bed,$300.00,,,,$100.00,5,$50.00,5,1125,2,0,8/1/17,1/6/18,90,10,9,8,9,10,10,strict_14_with_grace_period
Western Addition,94117,Apartment,Entire home/apt,7,1,2,2,Real Bed,$100.00,,,$300.00,$100.00,3,$7.00,30,1125,4,1,4/22/17,7/22/19,85,9,8,10,10,9,9,moderate
Mission,94103,Apartment,Private room,1,5,1,1,Real Bed,$64.00,,,$0.00,$100.00,1,$0.00,30,180,0,0,,,,,,,,,,strict_14_with_grace_period
Mission,94103,House,Private room,1,5,1,1,Real Bed,$56.00,,,$0.00,$100.00,1,$0.00,30,1000,3,1,5/27/17,2/1/19,80,9,7,10,9,10,9,strict_14_with_grace_period
Mission,94110,Apartment,Private room,2,1,1,1,Real Bed,$149.00,,,$0.00,$40.00,1,$0.00,2,20,161,72,4/11/17,10/6/19,99,10,10,10,10,10,10,moderate
Mission,94103,Apartment,Private room,1,5,1,1,Real Bed,$56.00,,,$500.00,$100.00,1,$25.00,30,180,4,1,5/26/17,2/7/19,100,10,10,10,10,9,9,strict_14_with_grace_period
Russian Hill,94109,Apartment,Entire home/apt,3,1,1,1,Real Bed,$163.00,,,$0.00,$200.00,1,$0.00,30,1125,4,2,6/24/17,7/30/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Russian Hill,94109,Apartment,Entire home/apt,5,1,2,1,Real Bed,$250.00,,,$0.00,$250.00,1,$0.00,30,1125,2,2,12/5/18,5/6/19,90,10,10,10,10,10,8,strict_14_with_grace_period
Nob Hill,94133,Apartment,Entire home/apt,4,1,2,2,Real Bed,$189.00,,,$400.00,$100.00,1,$0.00,30,90,8,3,8/5/17,4/2/19,100,10,10,10,10,10,9,strict_14_with_grace_period
Bernal Heights,94110,House,Entire home/apt,6,2,2,3,Real Bed,$235.00,,,$700.00,$150.00,4,$50.00,4,1125,6,1,6/9/17,1/5/19,97,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Entire home/apt,4,1,0,2,Real Bed,$105.00,,,$0.00,$0.00,2,$5.00,30,1125,11,5,7/10/17,8/25/19,96,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94103,House,Private room,2,5,1,1,Real Bed,$56.00,,,$0.00,$100.00,1,$0.00,30,1000,3,1,3/28/18,11/2/18,100,9,9,9,9,9,9,strict_14_with_grace_period
West of Twin Peaks,94127,House,Entire home/apt,7,2,3,5,Real Bed,$225.00,,,"$3,000.00",$150.00,1,$0.00,3,1125,1,0,7/9/17,7/9/17,100,10,10,10,10,10,10,strict_14_with_grace_period
Noe Valley,94114,Guest suite,Entire home/apt,3,1,0,2,Real Bed,$130.00,,,$0.00,$80.00,2,$25.00,2,29,75,26,8/9/17,10/10/19,97,10,10,10,10,10,9,moderate
Mission,94103,Apartment,Private room,2,5,1,1,Real Bed,$68.00,,,$0.00,$100.00,1,$0.00,30,1000,4,2,5/31/17,8/26/19,85,9,9,8,8,10,9,strict_14_with_grace_period
Outer Sunset,94122,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00,,,$0.00,$100.00,2,$0.00,2,25,38,20,7/14/17,9/26/19,99,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94103,Apartment,Private room,1,5,1,1,Real Bed,$56.00,,,$0.00,$100.00,1,$0.00,30,180,2,0,3/31/18,8/27/18,100,9,9,10,10,9,9,strict_14_with_grace_period
Castro/Upper Market,94114,Apartment,Entire home/apt,4,1,1,1,Real Bed,$149.00,,,,$70.00,1,$0.00,2,21,33,14,5/15/17,9/16/19,98,10,10,10,10,10,10,moderate
Haight Ashbury,94117,Apartment,Entire home/apt,4,1,1,3,Real Bed,$100.00,,,$400.00,$0.00,2,$0.00,30,1125,1,1,7/31/19,7/31/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Castro/Upper Market,94117,Condominium,Private room,2,1,1,1,Real Bed,$189.00,,,$500.00,$80.00,1,$0.00,1,1125,68,35,7/13/17,10/11/19,97,10,10,10,10,10,9,strict_14_with_grace_period
Western Addition,94102,Loft,Entire home/apt,2,1,1,1,Real Bed,$166.00,,,$700.00,$90.00,2,$90.00,1,11,77,35,5/29/17,10/6/19,97,10,10,10,10,10,10,moderate
Inner Richmond,94121,House,Entire home/apt,6,2,3,4,Real Bed,$425.00,,,$500.00,$140.00,1,$0.00,3,28,3,0,6/26/17,7/14/17,93,10,10,9,10,10,10,strict_14_with_grace_period
Downtown/Civic Center,94109,Apartment,Entire home/apt,2,1,0,1,Real Bed,$150.00,,,$0.00,$100.00,1,$0.00,30,40,9,0,4/23/17,1/10/18,98,10,10,10,10,10,10,strict_14_with_grace_period
South of Market,94105,Condominium,Entire home/apt,2,1,1,1,Real Bed,$200.00,,,$500.00,$200.00,2,$20.00,30,360,10,6,7/3/17,9/20/19,98,10,9,10,10,10,9,strict_14_with_grace_period
Mission,94110,Townhouse,Entire home/apt,6,2,2,2,Real Bed,$140.00,,,"$4,000.00",$200.00,1,$0.00,30,1125,22,1,4/17/17,8/4/19,96,10,10,10,10,9,9,moderate
Noe Valley,94114,House,Entire home/apt,4,1,1,2,Real Bed,$299.00,,,$100.00,$90.00,1,$0.00,1,29,105,51,7/22/17,9/24/19,87,9,8,10,9,9,8,moderate
Nob Hill,94108,Apartment,Entire home/apt,6,1,2,3,Real Bed,$172.00,,,$500.00,$150.00,3,$30.00,30,1125,34,0,5/6/17,8/6/18,90,9,9,10,10,10,9,moderate
Lakeshore,94132,Guest suite,Private room,2,1,1,1,Real Bed,$65.00,,,$300.00,$40.00,1,$25.00,1,99,113,47,6/25/17,10/12/19,95,10,9,10,10,10,9,strict_14_with_grace_period
Russian Hill,94109,Apartment,Entire home/apt,3,1,1,1,Real Bed,$174.00,,,$0.00,$200.00,1,$0.00,30,1125,1,0,6/25/17,6/25/17,100,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,Apartment,Private room,3,1,1,2,Real Bed,$150.00,,,$300.00,$85.00,2,$25.00,2,21,47,26,10/15/17,9/7/19,98,10,10,10,10,10,9,moderate
Excelsior,94134,House,Entire home/apt,8,2,3,3,Real Bed,$300.00,,,,$120.00,6,$20.00,2,30,125,52,6/21/17,9/29/19,95,10,10,10,10,9,9,moderate
South of Market,94105,Apartment,Entire home/apt,6,2,2,2,Real Bed,$395.00,,,$500.00,$500.00,6,$40.00,30,1125,4,0,4/28/17,7/23/17,100,10,10,10,10,10,9,strict_14_with_grace_period
Downtown/Civic Center,94109,Aparthotel,Private room,1,1,1,1,Real Bed,$134.00,,,$200.00,,1,$0.00,32,1125,4,3,2/28/18,9/1/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Mission,94110,Bungalow,Entire home/apt,2,1,0,1,Real Bed,$83.00,,,"$1,000.00",$90.00,1,$0.00,30,1125,2,1,8/13/18,5/31/19,90,10,9,10,10,10,8,strict_14_with_grace_period
Bernal Heights,94110,House,Entire home/apt,8,3,4,4,Real Bed,$600.00,,,"$5,000.00",$380.00,8,$300.00,4,60,8,0,5/16/17,9/28/18,100,10,10,10,10,10,10,strict_14_with_grace_period
South of Market,94103,Apartment,Private room,2,1,1,1,Real Bed,$139.00,,,,$29.00,1,$19.00,3,1125,5,1,5/4/17,10/4/19,96,10,10,10,10,9,9,moderate
South of Market,94103,Townhouse,Shared room,4,3,1,4,Real Bed,$35.00,,,,,1,$35.00,30,1125,4,2,5/31/17,8/10/19,85,9,7,8,10,10,8,moderate
Haight Ashbury,94117,Hostel,Hotel room,4,2,1,4,Real Bed,$100.00,,,$0.00,$35.00,1,$15.00,2,25,55,5,5/22/17,10/7/19,91,10,8,9,9,10,9,moderate
Mission,94110,Condominium,Private room,2,1,1,0,Real Bed,$200.00,,,,$150.00,2,$25.00,1,1125,20,7,8/14/17,9/29/19,97,10,10,10,10,10,10,moderate
Mission,94110,Condominium,Private room,4,1,1,2,Real Bed,$225.00,,,,$150.00,2,$25.00,1,1125,38,26,5/22/17,9/21/19,97,10,10,10,10,10,9,moderate
Outer Sunset,94122,Guest suite,Private room,1,1,1,1,Real Bed,$65.00,,,$100.00,$120.00,1,$150.00,30,1125,2,0,8/30/17,10/14/17,50,7,6,7,7,8,6,flexible
Castro/Upper Market,94117,Guest suite,Entire home/apt,2,1,2,0,Real Bed,$250.00,,,$250.00,$60.00,1,$0.00,30,30,48,0,8/7/17,5/8/18,100,10,10,10,10,10,10,strict_14_with_grace_period
Outer Mission,94112,Guest suite,Entire home/apt,5,1,2,3,Real Bed,$180.00,,,$200.00,$150.00,5,$50.00,3,14,56,22,6/25/17,9/16/19,96,10,10,10,10,9,9,moderate
South of Market,94103,House,Shared room,1,3,1,4,Real Bed,$33.00,,,$0.00,$0.00,1,$30.00,180,1125,0,0,,,,,,,,,,strict_14_with_grace_period
West of Twin Peaks,94127,Bed and breakfast,Private room,3,2,1,2,Real Bed,$135.00,,,$500.00,$60.00,2,$50.00,1,1125,209,86,6/5/17,10/13/19,99,10,10,10,10,10,10,moderate
South of Market,94105,Apartment,Entire home/apt,2,1,1,1,Real Bed,$193.00,,,"$3,500.00",$250.00,1,$0.00,30,1125,1,1,8/6/19,8/6/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Seacliff,94121,Townhouse,Entire home/apt,4,1,2,2,Real Bed,$180.00,,,,$99.00,1,$0.00,2,1125,70,31,5/28/17,9/15/19,98,10,10,10,10,10,10,strict_14_with_grace_period
Outer Sunset,94116,Guest suite,Entire home/apt,3,1,2,2,Real Bed,$150.00,,,"$1,000.00",$100.00,3,$100.00,2,1125,80,28,6/20/17,6/12/19,98,10,10,10,10,9,9,moderate
Western Addition,94117,Apartment,Entire home/apt,8,2,4,5,Real Bed,$850.00,,,$800.00,$275.00,6,$50.00,3,365,24,13,5/15/17,9/25/19,98,10,10,10,10,10,9,strict_14_with_grace_period
Mission,94103,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,$200.00,,,,$60.00,4,$25.00,30,90,168,56,5/6/17,9/25/19,92,9,9,9,9,9,9,flexible
South of Market,,Apartment,Entire home/apt,4,1,2,2,Real Bed,$195.00,,,$500.00,$280.00,1,$0.00,30,1125,2,1,8/22/18,9/30/19,90,9,8,10,6,10,8,moderate
Haight Ashbury,94117,House,Entire home/apt,4,1,2,2,Real Bed,$450.00,,,$0.00,$125.00,4,$75.00,2,60,27,10,1/29/18,8/12/19,99,10,10,10,10,10,9,strict_14_with_grace_period
West of Twin Peaks,94127,House,Private room,2,1,1,1,Real Bed,$150.00,,,$0.00,$75.00,2,$70.00,2,90,34,13,5/10/17,9/30/19,97,10,10,10,10,10,10,moderate
Inner Sunset,94122,Guest suite,Entire home/apt,2,1,1,2,Real Bed,$175.00,,,$250.00,$40.00,2,$50.00,2,45,110,48,5/3/17,10/8/19,99,10,10,10,10,10,9,moderate
Mission,94103,Apartment,Entire home/apt,5,1,2,3,Real Bed,$269.00,,,$0.00,$75.00,3,$20.00,3,15,4,4,11/24/18,3/1/19,100,10,9,10,10,10,9,moderate
North Beach,94133,Apartment,Entire home/apt,4,2,2,3,Real Bed,$332.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Mission,94103,Apartment,Private room,1,5,1,1,Real Bed,$56.00,,,$0.00,$100.00,1,$0.00,30,1000,1,0,5/31/18,5/31/18,100,8,6,10,6,8,6,strict_14_with_grace_period
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,5,2,11/10/17,1/11/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Haight Ashbury,94117,House,Entire home/apt,12,1.5,5,6,Real Bed,"$1,800.00",,,"$1,500.00",$350.00,3,$25.00,30,1125,16,0,6/6/17,1/28/18,95,10,9,10,10,10,9,strict_14_with_grace_period
Noe Valley,94131,Guest suite,Entire home/apt,2,1,2,2,Real Bed,$250.00,,,$500.00,$100.00,2,$50.00,6,1125,44,15,8/4/17,7/13/19,100,10,10,10,10,10,10,moderate
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,3,2,9/28/18,1/11/19,93,10,9,10,10,10,10,strict_14_with_grace_period
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,1,0,9/13/18,9/13/18,100,10,8,10,10,10,10,strict_14_with_grace_period
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,2,0,11/9/17,10/4/18,80,8,8,10,10,9,8,strict_14_with_grace_period
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,1,0,9/28/18,9/28/18,100,10,10,10,10,10,8,strict_14_with_grace_period
West of Twin Peaks,94127,House,Private room,3,1.5,2,0,Real Bed,$171.00,,,$110.00,$75.00,1,$50.00,2,30,2,0,2/17/18,9/28/18,100,10,10,10,10,10,10,flexible
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Chinatown,94108,Boutique hotel,Private room,2,1,0,1,Real Bed,$350.00,,,"$1,000.00",$0.00,1,$0.00,2,1125,4,1,11/10/17,1/10/19,100,10,10,10,10,10,10,strict_14_with_grace_period
Inner Richmond,94118,Apartment,Private room,1,1,1,1,Real Bed,$60.00,,,"$1,000.00",$100.00,1,$0.00,31,365,0,0,,,,,,,,,,moderate
Marina,94123,Apartment,Entire home/apt,3,1,2,2,Real Bed,$389.00,,,$0.00,$150.00,1,$0.00,2,1125,33,15,5/21/17,9/16/19,97,10,10,10,10,10,10,strict_14_with_grace_period
South of Market,94103,Apartment,Entire home/apt,5,2,3,3,Real Bed,$190.00,,,"$2,500.00",$75.00,1,$0.00,30,180,3,2,8/19/18,3/20/19,80,10,8,10,9,10,9,strict_14_with_grace_period
Twin Peaks,94131,Apartment,Entire home/apt,6,2.5,3,4,Real Bed,$192.00,,,,$225.00,1,$0.00,30,120,2,1,9/9/17,6/16/19,90,9,8,10,10,10,10,strict_14_with_grace_period
Twin Peaks,94131,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,$147.00,,,,$175.00,1,$0.00,30,120,3,0,5/19/17,1/11/18,80,10,6,9,10,9,10,strict_14_with_grace_period
South of Market,94103,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$169.00,,,$500.00,$99.00,2,$0.00,30,60,20,1,5/13/17,5/3/19,92,9,10,9,10,9,9,flexible
Twin Peaks,94131,Apartment,Entire home/apt,2,1,0,1,Real Bed,$62.00,,,,$100.00,1,$0.00,30,120,4,2,5/26/17,9/8/19,60,9,7,7,9,9,7,strict_14_with_grace_period
Potrero Hill,94107,Apartment,Entire home/apt,4,2,2,2,Real Bed,$241.00,,,$500.00,$150.00,1,$0.00,30,1125,0,0,,,,,,,,,,strict_14_with_grace_period
Mission,94110,House,Entire home/apt,11,2,6,7,Real Bed,"$1,080.00",,,"$1,500.00",$400.00,7,$30.00,2,14,11,8,8/22/18,9/1/19,100,10,9,10,9,10,9,strict_14_with_grace_period
Mission,94103,Guest suite,Entire home/apt,4,1,1,2,Real Bed,$185.00,,,$200.00,$90.00,2,$15.00,1,28,157,86,11/6/17,10/8/19,95,10,10,10,10,9,9,strict_14_with_grace_period
Excelsior,94112,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$75.00,,,$0.00,$60.00,1,$0.00,3,30,84,32,5/30/17,9/28/19,99,10,10,10,10,9,10,moderate
Outer Mission,94112,Condominium,Private room,1,2,1,1,Real Bed,$55.00,,,$100.00,$50.00,1,$12.00,30,1125,13,1,8/19/17,10/8/19,92,9,9,9,10,8,9,moderate
Bayview,94124,House,Entire home/apt,7,1,3,4,Real Bed,$200.00,,,$350.00,$70.00,5,$30.00,3,10,9,0,7/30/17,7/9/18,98,10,10,10,10,8,9,strict_14_with_grace_period
Castro/Upper Market,94114,House,Entire home/apt,8,2,3,6,Real Bed,$348.00,,,$500.00,$280.00,6,$30.00,5,90,15,6,7/8/17,8/30/19,99,10,9,10,10,10,9,strict_14_with_grace_period
South of Market,94105,Condominium,Private room,1,1,1,1,Real Bed,$105.00,,,,,1,$0.00,30,1125,0,0,,,,,,,,,,flexible
Outer Mission,94112,Condominium,Private room,1,2,1,1,Real Bed,$45.00,,,$100.00,$50.00,1,$0.00,30,1125,12,3,7/1/17,7/19/19,98,10,10,10,10,10,10,moderate
Bayview,94124,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$125.00,,,,$70.00,1,$0.00,3,29,103,39,6/30/17,10/6/19,97,10,10,10,10,9,10,moderate
Western Addition,94115,Apartment,Entire home/apt,2,1,1,1,Real Bed,$140.00,,,$200.00,$90.00,2,$0.00,30,90,16,3,7/20/17,8/1/19,100,10,10,10,10,10,10,moderate
Haight Ashbury,94117,Apartment,Private room,2,1,1,1,Real Bed,$150.00,,,$200.00,$80.00,2,$30.00,2,21,40,22,10/15/17,9/7/19,99,10,10,10,10,10,10,moderate
South of Market,94103,Condominium,Private room,2,1,1,1,Real Bed,$180.00,,,$0.00,$75.00,2,$20.00,3,10,8,1,10/14/17,1/11/19,100,10,10,10,10,10,10,moderate
Inner Richmond,94118,Guest suite,Private room,2,1,1,1,Real Bed,$120.00,,,$200.00,$85.00,2,$20.00,4,60,45,16,8/26/17,9/22/19,97,10,10,10,10,10,10,moderate
Glen Park,94131,Guest suite,Entire home/apt,4,1,1,2,Real Bed,$136.00,,,,$50.00,1,$0.00,3,1125,77,26,5/20/17,10/8/19,99,10,10,10,10,10,10,flexible
Noe Valley,94114,Condominium,Entire home/apt,4,1,2,2,Real Bed,$175.00,,,$200.00,$100.00,3,$0.00,30,250,37,2,5/19/17,5/31/19,95,10,10,10,10,10,9,strict_14_with_grace_period
Bayview,94124,House,Private room,2,1,1,1,Real Bed,$58.00,,,$150.00,$20.00,1,$0.00,1,7,7,0,5/17/17,11/11/17,97,10,10,10,10,9,10,moderate
Bayview,94124,Apartment,Entire home/apt,2,1,1,1,Real Bed,$78.00,,,$0.00,$35.00,2,$30.00,2,4,222,93,5/16/17,9/28/19,95,10,10,10,10,9,10,flexible
Bernal Heights,94110,House,Entire home/apt,6,1.5,3,3,Real Bed,$175.00,,,$250.00,$175.00,1,$0.00,30,270,45,0,5/20/17,12/29/17,94,9,10,10,10,8,9,moderate
Bernal Heights,94110,Guest suite,Private room,4,1,1,3,Real Bed,$100.00,,,$0.00,$25.00,1,$5.00,3,28,69,26,7/11/17,10/12/19,94,10,10,10,10,10,9,flexible
Outer Sunset,94122,Guest suite,Entire home/apt,4,1,1,1,Real Bed,$98.00,,,$0.00,$65.00,1,$0.00,2,1125,193,92,7/22/17,10/11/19,99,10,10,10,10,10,10,flexible
Excelsior,94112,House,Private room,4,1,2,1,Real Bed,$60.00,,,$0.00,$0.00,2,$20.00,2,20,16,5,6/8/17,7/15/19,100,10,10,10,10,9,10,flexible
Castro/Upper Market,94114,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$189.00,,,$250.00,$80.00,1,$0.00,2,1125,155,70,6/6/17,10/6/19,99,10,10,10,10,10,10,moderate
Inner Sunset,94116,House,Private room,1,1,1,1,Real Bed,$68.00,,,$0.00,$41.00,1,$0.00,1,10,161,66,6/9/17,9/28/19,98,10,10,10,10,10,10,moderate
Inner Sunset,94122,Guest suite,Private room,4,1,1,2,Real Bed,$170.00,,,$250.00,$150.00,2,$25.00,5,28,22,2,5/17/17,6/15/19,99,10,10,10,10,10,10,moderate
Western Addition,94102,Condominium,Entire home/apt,2,1,2,2,Real Bed,$295.00,,,$500.00,$250.00,2,$180.00,6,1125,18,6,7/2/17,8/2/19,100,10,10,10,10,10,10,moderate
